wav_name	transcription	translation
7_0001.wav	دەڵێ کابرایەکیش هەبوو	He says there was a young man.
7_0002.wav	کاڵەک فرۆشت بوو کاڵەک فرۆشت کاڵێکی دەفرۆشت جا	He was selling merchandise, he was selling goods, and he was also selling goods.
7_0003.wav	شا عەباس پادشای ئێرانی وەحدەتی وا بووە چونکە ئەودەمی	Shah Abbas is the king of Iran, and he's like that because he is Oudami.
7_0004.wav	تەلەفزیۆن و ڕۆژنامە و شت نەبوو خەڵک وێنەی شا شا عەباسی ببینن کەس نەیدەناسی شا عەباس شەوانە دەچوو لە بەرگی درۆشانەوە لە بەرگی فەقیرانەوە و بە نێو حەڵاڵدا دەگەڕا کەس نەیدەناسی	There was no TV, no newspapers, nothing. People saw pictures of King Abbas. Nobody knew him.
7_0005.wav	دەڵێ کەبرایەکی کاڵک فرۆشیار هەبوو کاڵکی لە دێی ڕادەبردە شاری	He says there was a blacksmith who sold cotton candy in the city of Radford.
7_0006.wav	کاڵەکەی دەفرۆشت کۆلاسە بە پووڵی ئەو کاڵەکەی	He sold his product for the money he got for his product.
7_0007.wav	ڕۆژ و ڕژوو و ڕۆژی ماڵ و منداڵەکەی پێک دێنە	The day and the night and the day of the house and the child.
7_0008.wav	دەڵێ ڕۆژێکی لە قەراغ شاری تووشی شا عەباسی بوو نەیزانیوە شا عەباسە گوتی شا عەباسی گوتی مام وەست ئەو بارە کاڵەکەی بۆ چۆ دەبێ گوتی وەڵا	"He said that one day in the city square he met King Abbas. He did not know King Abbas, he said, King Abbas said, Uncle stop, he brought his goods to Cho. He said, ""Wow""."
7_0009.wav	دەیبەم دەیفرۆشم گوتی لەکوێ دەیفرۆشی گوتی وەڵا ئەی ڕۆژان دەمبردە نێو شاری خەڵک لێیان دەکردمە هەشتی پاک و نۆی پیس	"I'll take it and sell it. He said, ""Where do you sell it?"" He says, ""Oh, I used to go around town every day and people would tell me, 'Eight clean and nine dirty.'"
7_0010.wav	پووڵەکانت دامێ ئەوڕۆ و بارە کاڵەکەی بۆ بارەگای شا عەباسی دەبەم	Give me your money today, and I'll take the goods to King Abbasi's palace.
7_0011.wav	تۆ شا عەباسی دەناسی شا عەباس بۆ خۆی بووی دەیناسی کوتی نە وەلاقەتم نەدیوە جا ناسینی بۆ چیە من بۆی دەبەم ویش پووڵم دەدات کوتی ئەگەر پووڵەکەی نەدای	You know King Abbas. King Abbas is his own son. I don't know anything about him. I've never seen him before.
7_0012.wav	کابرای کاڵەک فرۆشت گوتی ئەگەر پووڵەکەی دامێ ئەوە دامێ ئەگەر نەیدامێ	Kabira sold some goods and said that if he gave me the money, he would give me the same if he didn't.
7_0013.wav	بە گۆڕی بابییەوە	It's called the Bubble Tomb.
7_0014.wav	شاباز کو	Shebaz Ku
